发病部位,疾病名称,证型名称,病机要点,辨证要点,临床表现,治法,代表方剂,发病概率,治疗难度
妇科,崩漏,血瘀证,瘀阻冲任，血不归经，非时而下,经血非时而下，量时多时少，时出时止，淋沥不断，或停闭数月又突然崩中，继之漏下，经色黯有血块，小腹疼痛，舌紫黯，脉涩,经血非时而下，量时多时少，时出时止，淋沥不断，或停闭数月又突然崩中，继之漏下，经色黯有血块，小腹疼痛，块下痛减，舌紫黯，脉涩,活血化瘀，固冲止血,逐瘀止血汤,少见,极难
妇科,闭经,气血虚弱证,气血亏虚，冲任不足，血海空虚，无血可下,月经周期延迟、量少、色淡红、质薄，渐至经闭不行，神疲肢倦，头晕眼花，舌淡，苔薄，脉沉缓,月经周期延迟、量少、色淡红、质薄，渐至经闭不行，神疲肢倦，头晕眼花，心悸气短，面色萎黄，舌淡，苔薄，脉沉缓,益气养血调经,人参养荣汤,常见,较难
妇科,闭经,肾气亏损证,肾气不足，精血亏虚，冲任空虚，无血可下,年逾 16 岁尚未行经，或月经初潮偏迟，时有月经停闭，或月经周期建立后，由月经周期延后、经量减少渐至月经停闭，腰膝酸软，舌淡，苔薄，脉沉细,年逾 16 岁尚未行经，或月经初潮偏迟，时有月经停闭，或月经周期建立后，由月经周期延后、经量减少渐至月经停闭，体质虚弱，全身发育欠佳，第二性征发育不良，腰腿酸软，头晕耳鸣，夜尿频多，舌淡，苔薄，脉沉细,补肾益气，养血调经,苁蓉菟丝子丸,少见,极难
妇科,闭经,阴虚血燥证,阴虚内热，燥灼精血，血海空虚，无血可下,月经周期延后、经量少、色红质稠，渐至月经停闭不行，五心烦热，颧红盗汗，舌红，少苔，脉细数,月经周期延后、经量少、色红质稠，渐至月经停闭不行，五心烦热，颧红盗汗，咽干口燥，舌红，少苔，脉细数,养阴清热调经,一阴煎,罕见,极难
妇科,闭经,气滞血瘀证,气滞血瘀，冲任阻滞，经血不得下行,月经停闭不行，胸胁、乳房胀痛，少腹胀痛拒按，舌紫黯，有瘀点，脉沉弦而涩,月经停闭不行，胸胁、乳房胀痛，精神抑郁，少腹胀痛拒按，烦躁易怒，舌紫黯，有瘀点，脉沉弦而涩,理气活血，祛瘀通经,血府逐瘀汤,常见,较难
妇科,闭经,痰湿阻滞证,痰湿内盛，阻滞冲任，经血不得下行,月经停闭，形体肥胖，胸闷呕恶，带下量多，舌淡，苔白腻，脉滑,月经停闭，形体肥胖，胸闷呕恶，神疲倦怠，带下量多，色白，舌淡，苔白腻，脉滑,健脾燥湿化痰，活血通经,苍附导痰丸,罕见,极难
妇科,痛经,气滞血瘀证,气滞血瘀，瘀阻冲任、子宫，经血不通则痛,经前或经期小腹胀痛拒按，经血量少，行而不畅，血色紫黯有块，块下痛减，乳房胀痛，舌紫黯，有瘀点，脉弦,经前或经期小腹胀痛拒按，经血量少，行而不畅，血色紫黯有块，块下痛减，乳房胀痛，胸闷不舒，舌质紫黯，有瘀点，脉弦,理气行滞，化瘀止痛,膈下逐瘀汤,常见,一般
妇科,痛经,寒凝血瘀证,寒凝子宫、冲任，血行不畅，经血不通则痛,经前或经期小腹冷痛拒按，得热则痛减，经血量少，色黯有块，畏寒肢冷，舌黯，苔白，脉沉紧,经前或经期小腹冷痛拒按，得热则痛减，经血量少，色黯有块，面色青白，畏寒肢冷，舌黯，苔白，脉沉紧,温经散寒，化瘀止痛,少腹逐瘀汤,常见,一般
妇科,痛经,湿热瘀阻证,湿热蕴结，瘀阻冲任、子宫，经血不通则痛,经前或经期小腹疼痛或胀痛不适，有灼热感，痛连腰骶，经血量多或经期长，色红，质稠，舌红，苔黄腻，脉滑数,经前或经期小腹疼痛或胀痛不适，有灼热感，痛连腰骶，经血量多或经期长，色红，质稠，或伴低热，小便黄赤，带下量多，色黄，舌红，苔黄腻，脉滑数,清热除湿，化瘀止痛,清热调血汤,少见,较难
妇科,痛经,气血虚弱证,气血不足，冲任、子宫失于濡养，不荣则痛,经期或经后小腹隐痛喜按，月经量少，色淡，质稀，神疲乏力，舌淡，苔薄，脉细弱,经期或经后小腹隐痛喜按，月经量少，色淡，质稀，面色无华，神疲乏力，头晕心悸，舌淡，苔薄，脉细弱,益气养血，调经止痛,圣愈汤,常见,一般
妇科,痛经,肝肾亏虚证,肝肾亏虚，冲任、子宫失于濡养，不荣则痛,经期或经后小腹绵绵作痛，喜按，月经量少，色淡黯，质稀，腰膝酸软，舌淡，苔薄，脉沉细,经期或经后小腹绵绵作痛，喜按，月经量少，色淡黯，质稀，头晕耳鸣，腰膝酸软，舌淡，苔薄，脉沉细,补养肝肾，调经止痛,益肾调经汤,少见,较难
妇科,带下过多,脾虚证,脾气虚弱，运化失司，湿邪下注，损伤任带，使任脉不固，带脉失约,带下量多，色白，质稀薄，无臭气，绵绵不断，面色萎黄，四肢不温，舌淡，苔白腻，脉缓弱,带下量多，色白，质稀薄，无臭气，绵绵不断，面色萎黄，四肢不温，纳少便溏，两足跗肿，舌淡，苔白腻，脉缓弱,健脾益气，升阳除湿,完带汤,常见,一般
妇科,带下过多,肾阳虚证,肾阳不足，命门火衰，气化失常，寒湿内盛，损伤任带,带下量多，色白，质清稀，淋漓不断，腰酸如折，畏寒肢冷，舌淡，苔白滑，脉沉迟,带下量多，色白，质清稀，淋漓不断，腰酸如折，畏寒肢冷，小腹冷感，小便频数，夜尿多，大便溏薄，舌淡，苔白滑，脉沉迟,温肾培元，固涩止带,内补丸,常见,较难
妇科,带下过多,阴虚夹湿证,肾阴不足，相火偏旺，损伤任带，复感湿邪，伤及阴络,带下量多，色黄或赤白相兼，质稠，有气味，阴部瘙痒，腰膝酸软，舌红，苔少或黄腻，脉细数,带下量多，色黄或赤白相兼，质稠，有气味，阴部瘙痒，阴部干涩，腰膝酸软，头晕耳鸣，五心烦热，咽干口燥，舌红，苔少或黄腻，脉细数,滋肾益阴，清热利湿,知柏地黄汤,少见,较难
妇科,带下过多,湿热下注证,湿热蕴结，损伤任带，使任脉不固，带脉失约,带下量多，色黄，质稠，有臭气，或带下色白质黏，外阴瘙痒，口苦口腻，舌红，苔黄腻，脉滑数,带下量多，色黄，质稠，有臭气，或带下色白质黏，外阴瘙痒，小腹作痛，口苦口腻，纳呆，小便黄少，舌红，苔黄腻，脉滑数,清利湿热，佐以解毒杀虫,止带方,常见,较难
妇科,带下过多,热毒蕴结证,热毒蕴结，损伤任带，秽液下流,带下量多，黄绿如脓，或赤白相兼，或五色杂下，质黏腻，臭秽难闻，小腹疼痛，腰骶酸痛，舌红，苔黄，脉滑数,带下量多，黄绿如脓，或赤白相兼，或五色杂下，质黏腻，臭秽难闻，小腹疼痛，腰骶酸痛，烦热头晕，口苦咽干，小便短赤，大便干结，舌红，苔黄，脉滑数,清热解毒,五味消毒饮,罕见,极难
妇科,带下过少,肝肾亏损证,肝肾亏损，精血不足，阴液不能濡润阴道，致带下过少,带下过少，甚至全无，阴部干涩，腰膝酸软，头晕耳鸣，舌红少苔，脉沉细数,带下过少，甚至全无，阴部干涩，或伴阴痒，阴部萎缩，性交疼痛，头晕耳鸣，腰膝酸软，烘热汗出，烦热胸闷，夜寐不安，小便黄，大便干结，舌红少苔，脉沉细数,滋补肝肾，养精益血,左归丸,少见,较难
妇科,带下过少,血枯瘀阻证,血虚精亏，瘀血阻滞，阴液不能濡润阴道，致带下过少,带下过少，甚至全无，阴中干涩，阴痒，经行腹痛，舌黯，有瘀点，脉细涩,带下过少，甚至全无，阴中干涩，阴痒，经行腹痛，经色紫黯，有血块，肌肤甲错，面色无华，舌黯，边有瘀点，脉细涩,补血益精，活血化瘀,小营煎,罕见,极难
妇科,妊娠恶阻,脾胃虚弱证,脾胃素虚，升降失常，孕后阴血下聚养胎，冲气上逆，胃失和降,妊娠早期，恶心呕吐，吐出食物，甚则食入即吐，脘腹胀闷，不思饮食，舌淡，苔白，脉缓滑无力,妊娠早期，恶心呕吐，吐出食物，甚则食入即吐，脘腹胀闷，不思饮食，头晕体倦，怠惰思睡，舌淡，苔白，脉缓滑无力,健脾和胃，降逆止呕,香砂六君子汤,常见,一般
妇科,妊娠恶阻,肝胃不和证,素体肝旺，孕后阴血下聚养胎，肝血不足，肝阳偏亢，冲气上逆，肝木犯胃,妊娠早期，恶心，呕吐酸水或苦水，恶闻油腻，烦渴，口干口苦，舌红，苔薄黄，脉弦滑,妊娠早期，恶心，呕吐酸水或苦水，恶闻油腻，烦渴，口干口苦，头胀而晕，胸满胁痛，嗳气叹息，舌红，苔薄黄，脉弦滑,清肝和胃，降逆止呕,橘皮竹茹汤,常见,较难
妇科,胎漏、胎动不安,肾虚证,肾虚冲任不固，胎失所系,妊娠期，阴道少量出血，色淡黯，腰酸，腹痛，下坠，头晕耳鸣，舌淡，苔白，脉沉细滑,妊娠期，阴道少量出血，色淡黯，腰酸，腹痛，下坠，头晕耳鸣，夜尿多，或曾屡孕屡堕，舌淡，苔白，脉沉细滑,补肾健脾，益气安胎,寿胎丸加党参、白术,常见,较难
妇科,胎漏、胎动不安,血热证,热扰冲任，损伤胎元,妊娠期，阴道少量出血，色鲜红或深红，质稠，腰酸，口苦咽干，舌红，苔黄，脉滑数,妊娠期，阴道少量出血，色鲜红或深红，质稠，腰酸，口苦咽干，心烦不安，手足心热，小便黄，大便秘结，舌红，苔黄，脉滑数,清热凉血，养血安胎,保阴煎,少见,较难
妇科,胎漏、胎动不安,气血虚弱证,气血不足，冲任不固，胎失所养,妊娠期，阴道少量出血，色淡红，质清稀，小腹空坠而痛，神疲乏力，舌淡，苔薄白，脉细弱,妊娠期，阴道少量出血，色淡红，质清稀，小腹空坠而痛，神疲乏力，面色?白，心悸气短，舌淡，苔薄白，脉细弱,补气养血，固肾安胎,胎元饮,少见,较难
妇科,胎漏、胎动不安,血瘀证,瘀阻冲任，损伤胎元,妊娠期，阴道少量出血，色黯红，或有血块，小腹疼痛，舌黯，有瘀点，脉弦滑,妊娠期，阴道少量出血，色黯红，或有血块，小腹疼痛，腰酸，舌黯，有瘀点，脉弦滑,活血化瘀，补肾安胎,桂枝茯苓丸合寿胎丸,罕见,极难
妇科（带下病）,子肿,脾虚证,脾虚失运，水湿停聚，浸渍肌肤,妊娠中晚期，面目四肢浮肿，皮薄光亮，按之凹陷，气短懒言，口淡无味，舌淡，苔白腻，脉缓滑,妊娠中晚期，面目四肢浮肿，皮薄光亮，按之凹陷，气短懒言，口淡无味，脘腹胀满，食欲不振，小便短少，大便溏薄，舌淡，苔白腻，脉缓滑,健脾利水,白术散,常见,一般
妇科（带下病）,子肿,肾虚证,肾阳不足，不能化气行水，水湿停聚，浸渍肌肤,妊娠中晚期，面浮肢肿，下肢尤甚，按之凹陷，腰酸乏力，下肢逆冷，舌淡，苔白滑，脉沉迟,妊娠中晚期，面浮肢肿，下肢尤甚，按之凹陷，腰酸乏力，下肢逆冷，小便不利，舌淡，苔白滑，脉沉迟,补肾温阳，化气行水,真武汤,少见,较难
妇科（带下病）,子肿,气滞证,气机郁滞，水湿停聚，浸渍肌肤,妊娠中晚期，肢体肿胀，始于两足，渐延于腿，皮色不变，随按随起，胸闷胁胀，苔薄腻，脉弦滑,妊娠中晚期，肢体肿胀，始于两足，渐延于腿，皮色不变，随按随起，胸闷胁胀，头晕胀痛，苔薄腻，脉弦滑,理气行滞，除湿消肿,天仙藤散,少见,一般
妇科（带下病）,妊娠小便不通,气虚证,气虚无力举胎，胎重下坠，压迫膀胱，水道不通,妊娠期间，小便不通，或淋沥不畅，小腹胀急疼痛，坐卧不安，面色?白，神疲乏力，舌淡，苔薄白，脉虚缓滑,妊娠期间，小便不通，或淋沥不畅，小腹胀急疼痛，坐卧不安，面色?白，神疲乏力，气短懒言，舌淡，苔薄白，脉虚缓滑,补中益气，升举胎元,补中益气汤,罕见,较难
妇科（带下病）,妊娠小便不通,肾虚证,肾虚系胞无力，胎压膀胱，或肾虚不能化气行水，水道不通,妊娠期间，小便不通，或淋沥不畅，小腹胀急疼痛，坐卧不安，腰膝酸软，舌淡，苔白润，脉沉滑,妊娠期间，小便不通，或淋沥不畅，小腹胀急疼痛，坐卧不安，腰膝酸软，畏寒肢冷，舌淡，苔白润，脉沉滑,温肾补阳，化气行水,肾气丸,罕见,极难
骨伤科,损伤三期辨证,早期气滞血瘀证,跌打损伤，气血瘀滞，不通则痛,损伤早期，局部肿胀、疼痛，痛有定处，活动受限，舌紫暗，脉弦涩,损伤早期，局部肿胀、疼痛，痛有定处，活动受限，可伴有发热、口渴、烦躁，大便秘结，舌紫暗，脉弦涩,活血化瘀，行气止痛,复元活血汤、桃红四物汤,常见,一般
骨伤科,损伤三期辨证,中期瘀血凝滞证,损伤日久，瘀血未尽，筋骨未复,损伤中期，肿胀渐消，疼痛减轻，瘀肿未尽，筋骨未复，舌暗，脉弦,损伤中期，肿胀渐消，疼痛减轻，瘀肿未尽，筋骨未复，活动仍有受限，舌暗，脉弦,和营止痛，接骨续筋,和营止痛汤、接骨紫金丹,常见,较难
骨伤科,损伤三期辨证,晚期气血肝肾亏虚证,损伤日久，气血耗伤，肝肾不足，筋骨失养,损伤晚期，肿胀疼痛消失，筋骨痿软，腰膝酸软，神疲乏力，舌淡，脉细,损伤晚期，肿胀疼痛消失，筋骨痿软，腰膝酸软，神疲乏力，面色苍白，舌淡，脉细,补气养血，补益肝肾,八珍汤、补肾壮筋汤,常见,较难
骨伤科（筋伤）,腰椎间盘突出症,气滞血瘀证,跌仆损伤，气血瘀滞，经络不通,腰腿疼痛，痛有定处，痛处拒按，日轻夜重，舌紫暗，脉弦涩,腰腿疼痛，痛有定处，痛处拒按，日轻夜重，腰部板硬，俯仰旋转受限，下肢放射痛，舌紫暗，脉弦涩,活血化瘀，理气止痛,身痛逐瘀汤,常见,一般
骨伤科（筋伤）,腰椎间盘突出症,寒湿痹阻证,寒湿侵袭，痹阻经络，气血不畅,腰腿冷痛，重着麻木，遇寒加重，得温则减，苔白腻，脉沉紧,腰腿冷痛，重着麻木，遇寒加重，得温则减，腰部活动受限，下肢发凉，苔白腻，脉沉紧,温经散寒，祛湿通络,独活寄生汤,常见,较难
骨伤科（筋伤）,腰椎间盘突出症,湿热痹阻证,湿热蕴结，阻滞经络，气血不通,腰腿疼痛，肢体麻木，遇热加重，口苦口干，苔黄腻，脉滑数,腰腿疼痛，肢体麻木，遇热加重，口苦口干，小便黄赤，大便不爽，苔黄腻，脉滑数,清热利湿，舒筋通络,四妙散,少见,较难
骨伤科（筋伤）,腰椎间盘突出症,肝肾亏虚证,肝肾不足，筋骨失养，不荣则痛,腰腿酸痛，缠绵日久，劳累加重，腰膝酸软，舌淡，脉细,腰腿酸痛，缠绵日久，劳累加重，腰膝酸软，下肢无力，麻木不仁，头晕耳鸣，舌淡，脉细,补益肝肾，强壮筋骨,左归丸,常见,极难
骨伤科（筋伤）,颈椎病,风寒阻络证,风寒侵袭，痹阻经络，气血不畅,颈肩部疼痛，麻木，遇寒加重，得温则减，苔薄白，脉浮紧,颈肩部疼痛，麻木，遇寒加重，得温则减，颈部活动不利，上肢窜痛，恶寒，苔薄白，脉浮紧,祛风散寒，通络止痛,桂枝加葛根汤,常见,一般
骨伤科（筋伤）,颈椎病,痰湿阻络证,痰湿内蕴，阻滞经络，气血不通,颈肩部疼痛，沉重麻木，头晕头重，苔白腻，脉滑,颈肩部疼痛，沉重麻木，头晕头重，胸闷呕恶，肢体困重，苔白腻，脉滑,化痰祛湿，通络止痛,半夏白术天麻汤,常见,较难
骨伤科（筋伤）,颈椎病,气滞血瘀证,跌仆劳损，气血瘀滞，经络不通,颈肩部刺痛，痛有定处，活动受限，舌紫暗，脉弦涩,颈肩部刺痛，痛有定处，活动受限，上肢麻木，夜间痛甚，舌紫暗，脉弦涩,活血化瘀，通络止痛,活血止痛汤,常见,较难
骨伤科（筋伤）,颈椎病,肝肾亏虚证,肝肾不足，筋骨失养，不荣则痛,颈肩部酸痛，缠绵日久，腰膝酸软，头晕耳鸣，舌红少苔，脉细数,颈肩部酸痛，缠绵日久，腰膝酸软，头晕耳鸣，上肢麻木，无力，舌红少苔，脉细数,补益肝肾，强壮筋骨,六味地黄丸,少见,较难
骨伤科（筋伤）,颈椎病,气血亏虚证,气血不足，经络失养，不荣则痛,颈肩部麻木，疼痛隐隐，面色苍白，神疲乏力，舌淡，脉细弱,颈肩部麻木，疼痛隐隐，面色苍白，神疲乏力，心悸气短，上肢无力，舌淡，脉细弱,益气养血，通络止痛,黄芪桂枝五物汤,少见,较难
骨伤科（筋伤）,肩关节周围炎,风寒湿痹证,风寒湿邪，痹阻经络，气血不通,肩部冷痛，遇寒加重，得温则减，活动受限，苔白腻，脉弦紧,肩部冷痛，遇寒加重，得温则减，肩部活动受限，抬举不利，畏寒肢冷，苔白腻，脉弦紧,祛风散寒，除湿通络,三痹汤,常见,一般
骨伤科（筋伤）,肩关节周围炎,气滞血瘀证,劳损外伤，气血瘀滞，经络不通,肩部刺痛，痛有定处，活动受限，舌紫暗，脉弦涩,肩部刺痛，痛有定处，活动受限，抬举不利，夜间痛甚，舌紫暗，脉弦涩,活血化瘀，行气止痛,身痛逐瘀汤,常见,较难
骨伤科（筋伤）,肩关节周围炎,气血亏虚证,气血不足，筋骨失养，不荣则痛,肩部酸痛，缠绵日久，劳累加重，神疲乏力，舌淡，脉细,肩部酸痛，缠绵日久，劳累加重，神疲乏力，面色苍白，肩部无力，活动不利，舌淡，脉细,补气养血，通络止痛,当归鸡血藤汤,少见,较难
骨伤科（骨病）,骨质疏松症,肝肾阴虚证,肝肾阴虚，精血不足，筋骨失养,腰膝酸痛，眩晕耳鸣，五心烦热，舌红少苔，脉细数,腰膝酸痛，眩晕耳鸣，五心烦热，潮热盗汗，咽干口燥，下肢痿软，舌红少苔，脉细数,滋补肝肾，填精壮骨,左归丸,常见,较难
骨伤科（骨病）,骨质疏松症,肾阳虚衰证,肾阳不足，温煦失职，筋骨失养,腰膝冷痛，畏寒肢冷，面色?白，舌淡，脉沉细,腰膝冷痛，畏寒肢冷，面色?白，神疲乏力，下肢无力，夜尿多，舌淡，脉沉细,温补肾阳，强筋壮骨,右归丸,常见,较难
骨伤科（骨病）,骨质疏松症,脾气虚弱证,脾虚失运，气血不足，筋骨失养,腰背酸痛，肢体倦怠，纳少便溏，舌淡，苔薄白，脉缓弱,腰背酸痛，肢体倦怠，纳少便溏，面色萎黄，神疲乏力，舌淡，苔薄白，脉缓弱,健脾益气，养血壮骨,参苓白术散,少见,较难
骨伤科（骨病）,骨质疏松症,气滞血瘀证,气滞血瘀，经络不通，筋骨失养,腰背刺痛，痛有定处，活动受限，舌紫暗，脉弦涩,腰背刺痛，痛有定处，活动受限，肢体麻木，夜间痛甚，舌紫暗，脉弦涩,活血化瘀，通络壮骨,身痛逐瘀汤,少见,极难
儿科,硬肿症 , 寒凝血涩证,先天禀赋不足，感受寒邪，寒凝气滞，血行不畅，肌肤失养,全身欠温，反应尚可，硬肿局限，色暗红/青紫,全身欠温，四肢发凉，哭声较低，肌肤硬肿（局限于臀、小腿等部位），难捏起，色暗红/青紫，指纹紫滞,温经散寒，活血通络,当归四逆汤加减,少见,较难
儿科,硬肿症 , 阳气虚衰证,先天禀赋不足，脾肾阳虚，阳气虚衰，寒凝血瘀，肌肤失煦,全身冰冷，反应极差，硬肿范围广,全身冰冷，僵卧少动，气息微弱，哭声低怯，吸吮困难，面色苍白，肌肤板硬而肿（波及全身），皮肤暗红，尿少或无，唇舌色淡，指纹淡红不显,益气温阳，通经活血,参附汤加味,罕见,极难
儿科,胎黄 , 湿热郁蒸证,孕母内蕴湿热或婴儿感受湿热邪毒，湿热郁蒸肝胆，胆汁外溢,面目皮肤发黄鲜明如橘，尿黄，舌红苔黄腻,面目皮肤发黄，色泽鲜明如橘，哭声响亮，不欲吮乳，口渴唇干，或有发热，大便秘结，小便深黄，舌质红，舌苔黄腻，指纹滞,清热利湿退黄,茵陈蒿汤加减,常见,一般
儿科,胎黄 , 寒湿阻滞证,先天禀赋不足，脾阳虚弱，湿从寒化，寒湿阻滞肝胆，胆汁外溢,面目皮肤发黄晦暗，四肢欠温，舌淡苔白腻,面目皮肤发黄，色泽晦暗，持久不退，精神萎靡，四肢欠温，纳呆，大便溏薄色灰白，小便短少，舌质淡，舌苔白腻，指纹淡红,温中化湿退黄,茵陈理中汤加减,少见,较难
儿科,胎黄 , 气滞血瘀证,湿热/寒湿蕴结日久，气机郁滞，血行不畅，湿瘀交阻肝胆,面目皮肤发黄晦暗，右胁下痞块质硬，青筋显露,面目皮肤发黄，颜色逐渐加深，晦暗无华，右胁下痞块质硬，肚腹膨胀，青筋显露，或见瘀斑、衄血，唇色暗红，舌见瘀点，舌苔黄，指纹紫滞,行气化瘀消积,血府逐瘀汤加减,罕见,极难
儿科,胎黄 , 胎黄动风证,湿热化火，邪陷厥阴，蒙蔽心包，引动肝风,黄疸迅速加重，伴神昏、抽搐,黄疸迅速加重，嗜睡，神昏，抽搐，舌质红，舌苔黄腻，指纹淡紫,平肝息风退黄,茵陈蒿汤合羚角钩藤汤加减,罕见,极难
儿科,胎黄 , 胎黄虚脱证,阳气虚衰，阳虚水泛，水凌心肺，阳气虚脱,黄疸迅速加重，伴面色苍黄、气促、肢冷,黄疸迅速加重，伴面色苍黄、浮肿、气促、神昏、四肢厥冷、胸腹欠温，舌淡苔白，指纹淡,温阳益气固脱,参附汤合生脉散加减,罕见,绝症
儿科,脐湿,,断脐后护理不当，水湿浸渍脐部，邪滞肌肤,脐部创面渗出脂水，浸渍不干,脐带脱落以后，脐部创面渗出脂水，浸渍不干，或见微红，舌质红，苔薄黄,收敛固涩,龙骨散（外用）,常见,一般
儿科,脐疮,,湿郁化热，或污秽化毒，湿热蕴郁脐部，营卫失和,脐部红肿热痛，或糜烂流脓,脐部红肿热痛，甚则糜烂，脓水流溢，恶寒发热，啼哭烦躁，口干欲饮，唇红舌燥，舌质红，舌苔黄腻，指纹紫,清热解毒，佐以外治,犀角消毒饮加减,少见,较难
儿科,脐血 , 胎热内盛证,胎热内盛，迫血妄行，血从脐溢,脐血鲜红，伴发热、面赤唇焦,断脐后脐部渗血，血色鲜红，发热，面赤唇焦，舌红口干，甚则吐衄、便血、肌肤紫斑,清热凉血止血,茜根散加减,罕见,较难
儿科,脐血 , 气不摄血证,先天禀赋不足，中气虚弱，脾不统血,脐血色淡，缓渗不止，伴精神萎靡,断脐后脐部渗血，血色淡红，经久不止，精神萎靡，手足欠温，舌淡苔薄，指纹淡,健脾益气摄血,归脾汤加减,罕见,较难
儿科,脐突,,先天脐部发育不全，脐孔未闭，啼哭叫扰致小肠脂膜突入,脐部半球状/囊状凸起，手按可回纳,脐部呈半球状或囊状凸起，虚大光浮，以指按之可推回腹内，啼哭时重复凸出，皮色如常，精神、食欲无明显改变,压脐法外治/手术治疗,无特定内服方（外治为主）,少见,一般
儿科,感冒 , 风寒感冒,风寒之邪束表，卫阳被遏，肺失宣肃,发热恶寒无汗，鼻流清涕，咽不红，苔薄白,恶寒，发热，无汗，头痛，身痛，鼻流清涕，喷嚏，咳嗽，口不渴，咽无红肿疼痛，舌淡红，苔薄白，脉浮紧，指纹浮红,辛温解表,荆防败毒散加减,常见,一般
儿科,感冒 , 风热感冒,风热之邪犯肺，卫表失和，肺失宣肃,发热重恶风，鼻流浊涕，咽红肿痛，苔薄黄,发热重，恶风，有汗或少汗，头痛，鼻塞流浊涕，喷嚏，咳嗽，痰稠色白或黄，咽红肿痛，口干渴，舌质红，苔薄黄，脉浮数，指纹浮紫,辛凉解表,银翘散加减,常见,一般
儿科,感冒 , 暑邪感冒,夏令暑湿束表困脾，卫表失宣，脾胃升降失司,病发夏季，发热无汗/汗出热不解，身重困倦，苔黄腻,发热，无汗或汗出热不解，头晕头痛，鼻塞，身重困倦，胸闷，呕恶，口渴心烦，食欲不振，或有呕吐、泄泻，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫滞,清暑解表,新加香薷饮加减,少见,一般
儿科,感冒 , 时疫感冒,外感时疫毒邪，犯于肺胃，毒热炽盛,起病急骤，全身症状重，发热恶寒，目赤咽红,起病急骤，高热，恶寒，无汗或汗出热不解，头痛，心烦，目赤咽红，肌肉酸痛，腹痛，或有恶心、呕吐、大便稀薄，舌质红，舌苔黄，脉数，指纹紫,清瘟解毒,银翘散合普济消毒饮加减,少见,较难
儿科,感冒 , 夹痰（风寒）,风寒束肺，肺失宣肃，津液失布成痰,感冒兼咳嗽剧，痰白清稀，喉间痰鸣,感冒症状基础上，咳嗽较剧，痰多白稀，喉间痰鸣，舌苔白腻，脉浮滑,辛温解表，宣肺化痰,荆防败毒散合三拗汤、二陈汤加减,常见,一般
儿科,感冒 , 夹痰（风热）,风热犯肺，灼津成痰，痰阻气道,感冒兼咳嗽剧，痰黄黏稠，喉间痰鸣,感冒症状基础上，咳嗽较剧，痰多黄稠，喉间痰鸣，舌苔黄腻，脉浮滑数,辛凉解表，清肺化痰,银翘散合桑菊饮加减,常见,一般
儿科,感冒 , 夹滞,感冒累及脾胃，脾运失司，乳食停滞,感冒兼脘腹胀满，不思饮食，大便不调,感冒症状基础上，脘腹胀满，不思饮食，呕吐酸腐，口气秽浊，大便酸臭或腹痛泄泻、便秘，小便短黄，舌苔厚腻，脉滑，指纹紫滞,解表兼消食导滞,银翘散/荆防败毒散合保和丸加减,常见,一般
儿科,感冒 , 夹惊,感冒热扰心肝，引动肝风,感冒兼惊惕哭闹，睡卧不宁，甚或抽搐,感冒症状基础上，惊惕啼叫，睡卧不宁，甚或骤然抽搐，舌质红，脉浮弦，指纹青滞,解表兼清热镇惊,银翘散/荆防败毒散合镇惊丸加减,少见,较难
儿科,咳嗽 , 风寒咳嗽,风寒之邪犯肺，肺失宣肃，肺气上逆,咳嗽痰稀，鼻流清涕，舌苔薄白，脉浮紧,咳嗽频作，咽痒声重，痰白清稀，鼻塞流清涕，恶寒无汗，发热头痛，全身酸痛，舌质淡红，舌苔薄白，脉浮紧，指纹浮红,疏风散寒，宣肃肺气,杏苏散加减,常见,一般
儿科,咳嗽 , 风热咳嗽,风热之邪犯肺，肺失宣肃，肺气上逆,咳嗽不爽，痰黄黏稠，咽红，舌质红,咳嗽不爽，咳声高亢或声浊，痰黄黏稠，不易咯出，口渴咽痛，鼻流浊涕，或伴发热恶风，头痛，微汗出，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风清热，宣肃肺气,桑菊饮加减,常见,一般
儿科,咳嗽 , 痰热咳嗽,邪热灼津炼痰，痰热结于气道，肺失宣肃,咳嗽痰多色黄黏稠，喉间痰鸣，舌红苔黄腻,咳嗽痰多，色黄黏稠，咯吐不爽，咳剧气促，喉间痰鸣，发热口渴，烦躁不宁，尿少色黄，大便干结，舌质红，苔黄腻，脉滑数，指纹紫滞,清热泻肺，宣肃肺气,清金化痰汤加减,常见,较难
儿科,咳嗽 , 痰湿咳嗽,脾虚湿盛，聚生痰液，壅阻气道，肺失宣肃,咳痰清稀色白量多，纳呆困倦，苔白腻,咳嗽重浊，痰多壅盛，色白而稀，喉间痰声辘辘，胸闷纳呆，神乏困倦，形体虚胖，舌淡红，苔白腻，脉滑，指纹沉滞,燥湿化痰，宣肃肺气,二陈汤加减,常见,一般
儿科,咳嗽 , 气虚咳嗽,久咳耗伤肺气，肺气不足，肺失宣肃,久咳不愈，咳嗽无力，痰白清稀，气短自汗,咳嗽无力，痰白清稀，面色?白，气短乏力，胃纳不振，自汗畏寒，舌淡嫩，边有齿痕，脉细无力，指纹淡,益气健脾，化痰止咳,六君子汤加减,少见,较难
