id,name,catalog,desc,gain,use,propetype,pic,
1041,杜仲,（杜仲科）,落叶乔木，高达20m。枝、叶折断时有银白色的胶丝。叶互生，无托叶。花单性异株，无花被，先叶或与叶同时开放；雄花密整合头状花序状，雄蕊4~10，常为8；雌花单生，具短梗，子房上位，心皮2，合生，1室，胚珠2。翅果①，扁平，狭椭圆形，含种子1粒。生于山地林中，亦有栽培品。分布于我国长江中游及南部各省，河南、陕西、甘肃等地均有栽培。,一般采用区域性剥皮法。在清明至夏至间，选取生长15～20年以上的植株，按药材规格大小，剥下树皮，刨去粗皮，晒干。置通风干燥处。,性温，味甘。补肝肾，强筋骨，安胎。治腰脊痠痛，肢体痿弱，遗精，滑精，五更泄泻，虚劳，小便余沥，阴下溼痒，胎动不安，胎水肿满，滑胎，高血压。,,.\pic\med\杜仲_1.jpeg,2026/3/27 7:44
1042,野韭菜,（百合科）,多年生草本。须根系，具根状茎，鳞茎狭圆锥形，外皮膜质，白色。叶基生，条形至宽条形①，夏秋抽出花薹，圆柱状或略呈三稜状，下部披叶鞘；总苞2裂，常早落；伞形花序顶生，近球形②，多数花密集；花白色③，花被披针形至长三角状条形，内外轮等长。果实为蒴果，倒卵形。种子黑色。生于山林、坡地，喜温暖、潮溼和稍阴环境。全国各地均有分布。,当植物大部分叶片长成正常大小时便应采收，应保证嫩叶质量。,辛、甘，温。具有温中下气、补肾益阳、健胃提神、调整脏腑、理气降逆、暖胃除溼、散血行瘀和解毒等作用。适用于阳痿遗精、腰膝痠软、胃虚寒、噎嗝反胃、便祕、尿频、心烦、毛发脱落、痔漏、脱肛、痢疾、妇女痛经。主要营养成分是蛋白质、糖类、维生素A原（主要在绿色葱叶中含有）、食物纤维以及磷、铁、镁等矿物质等。,,.\pic\med\野韭菜_1.jpeg,2026/3/27 7:44
1043,川续断,（川续断科）,多年生草本，高达90cm。根圆锥形，主根明显，或有数条并生，外皮黄褐色。茎直立，多分枝，具稜和浅沟，生细柔毛，稜上有疏刺毛。叶对生①。夏末秋初开花，头状花序近球形②。瘦果椭圆楔形，通常外被萼片，有四稜，浅褐色。生于沟边草丛或林中。主产于湖北、湖南、江西、广西、云南、贵州、四川和西藏等省区。,秋季采挖，除去根头及须根，用微火烘至半干，堆置「发汗」至内部变绿色时，再烘干。,苦、辛，微温。补肝肾，强筋骨，续折伤，止崩漏。用于腰膝痠软，风溼痺痛，崩漏，胎漏，跌扑损伤。酒续断多用于风溼痺痛，跌扑损伤。盐续断多用于腰膝痠软。,,.\pic\med\川续断_1.jpeg,2026/3/27 7:44
1044,胡桃楸,（胡桃科）,落叶乔木，高达25m。奇数羽状复叶①互生，小叶9~17枚，长椭圆形，叶缘具细锯齿，叶顶端钝尖，叶基阔楔形或圆形。花单性，雌雄同株，雄花序为下垂的葇荑花序，雌花被柔毛，花柱分成2枚羽毛状柱头，鲜红色。果序下垂②，通常具5~7个果实，果实核果状，球形，密被短柔毛③。生于灌丛杂木林中。产于我国黄河流域以北和东北。,夏秋采青果趁鲜捣碎泡酒备用；秋季采成熟果实，除去外果皮，洗净晒干或去内果皮（壳）取仁用。树皮多于春夏之交采集，晒干即得。,①种仁：甘，温。敛肺定喘，温肾润肠。用于体质虚弱，肺虚咳嗽，肾虚腰痛，便祕，遗精，阳痿，尿路结石，乳汁缺少。②青果：辛，平。有毒。归脾经。止痛。用于胃、十二指肠溃疡，胃痛；外用治神经性皮炎。③树皮：苦、辛，平。归脾经。清热解毒。用于细菌性痢疾，骨结核，麦粒肿。,,.\pic\med\胡桃楸_1.jpeg,2026/3/27 7:44
1045,胡桃,（胡桃科）,落叶乔木，高达15m。树皮灰白色，幼时平滑，老时浅纵裂，小枝被短腺毛，具明显的叶痕和皮孔，冬芽被芽鳞，髓部白色，薄片状。奇数羽状复叶①，互生，椭圆状卵形至长椭圆形。花单性，雌雄同株，与叶同时开放，雄葇荑花序腋生，下垂，花小而密集；雌花序穗状，直立，生于幼枝顶端。果实近球形，核果状②。喜温暖溼润环境，耐干冷，不耐溼热。在我国华北、西北、西南及华中等地均有大量栽培，长江以南各省较少。,9月中旬，待外果皮变黄、大部分果实顶部已开裂或少数已脱落时，打落果实，用水洗净，晾晒，取出核仁，晒干。,果仁入药。甘、涩，温。补肾益精，温肺定喘，润肠通便。用于腰痛脚弱，尿频，遗尿，阳痿，遗精，久咳喘促，肠燥便祕，石淋及疮疡瘰癧。,,.\pic\med\胡桃_1.jpeg,2026/3/27 7:44
1046,箭叶淫羊藿,（小檗科）,草本，高30~50cm。根状茎结节状，质硬。基生叶1~3，三出复叶，小叶片卵形；侧生小叶基部不对称，箭状心形；茎生叶常2，形似基生叶。总状或圆锥花序，萼片8，2轮，外轮早落，内轮白色，花瓣状，花瓣4，黄色，有短距；雄蕊4，花葯瓣裂。蒴果。生于山坡竹林下或路旁岩石缝中。分布于我国浙江、安徽、江西、湖北、四川、台湾、福建、广东、广西等地。,夏、秋间茎叶茂盛时采收，割取茎叶，除去粗梗及杂质，晒干或阴干。,地上部分入药。辛、甘，温。补肾阳，强筋骨，祛风溼。用于阳痿遗精，筋骨痿软，风溼痺痛，麻木拘挛，更年期高血压。,,.\pic\med\箭叶淫羊藿_1.jpeg,2026/3/27 7:44
1047,菟丝子,（旋花科）,一年生寄生性草本，茎长可达1m。茎缠绕，纤细，黄色①，无叶②。花序侧生，簇生成小伞形，近于无总花梗；花小，花冠白色，壶状，5裂，裂片向外反卷。蒴果球形，为宿存的花冠所包围。生于山坡路旁、河旁，多寄生在豆科、菊科、蓼科等植物上。产于连云港、邱县、铜山、南京、吴江等地，分布于我国华北、华东、中南、西北及西南各省。,秋季果实成熟时采收植株，晒干，打下种子，除去杂质。,成熟种子入药。甘，温。补肝肾，益精髓，明目。用于腰膝痠痛，遗精，消渴，尿有余沥，目暗。,,.\pic\med\菟丝子_1.jpeg,2026/3/27 7:44
1048,日本菟丝子（金灯藤）,（旋花科）,一年生寄生缠绕草本①。每天可生长15cm。茎粗壮，稍肉质，橘红色，常带紫红色瘤状斑点②，无叶。穗状花序，花冠钟形，淡红色或绿白色③，5裂。蒴果卵圆形。寄主范围相当广，多数草本双子叶及某些单子叶植物都可能成为寄生物件。分布于我国广西、广东、海南、福建、云南、贵州、四川、湖南、台湾等省区。,秋季果实成熟时采收植株。晒干，打下种子，除去杂质。,成熟种子入药。甘，温。补肝肾，益精髓，明目。用于腰膝痠痛，遗精，消渴，尿有余沥，目暗。,,.\pic\med\日本菟丝子（金灯藤）_1.jpeg,2026/3/27 7:44
1049,藤三七,（落葵科）,多年生缠绕藤本①，藤蔓长5~10m。宿根稍带木质，茎圆形，嫩茎绿色，老熟茎变成棕褐色。叶互生，肉质肥厚，叶片心脏形②，光滑无毛，有短柄。总状花序③腋生或顶生，有2~4个分枝，单一或疏生，花被片卵形或椭圆形，白色④，雄蕊比花被长，花丝基部宽而略联合，在蕾中时外折，子房近球形，上位，花柱上部3裂，柱头乳头状。花芳香，开后变黑褐色，久不脱落，花不孕，果未见。常见于村寨房前、房侧、菜园中。以春、秋季为佳，各地均有栽培。,全年可采收珠芽，晒干。,珠芽即藤上块茎入药。微苦，温。滋补，壮腰膝，外用消肿散瘀。用于腰膝痺痛，病后体弱；外用治跌打损伤，骨折。,,.\pic\med\藤三七_1.jpeg,2026/3/27 7:44
1050,黄花列当,（列当科）,一年生寄生草本，高10~34cm。茎直立，圆柱形，基部常膨大，黄褐色①。叶为鳞片状、卵状披针形。穗状花序顶生②，密生腺毛。花冠淡黄色，二脣形③。雄蕊4，2强。子房长圆形，蒴果，成熟后两裂；种子小，褐黑色，多数，扁球形。主要寄生于蒿属植物的根上。分布于我国东北、华北、河南、陕西、山东、安徽等省区。,5~6月采收全草，晒干。,性温，味甘。补肾，强筋。用于肾虚腰膝冷痛、阳痿遗精，神经官能症。,,.\pic\med\黄花列当_1.jpeg,2026/3/27 7:44
1051,巴戟天,（茜草科）,藤状灌木。根肉质肥厚，圆柱形，呈结节状，茎有纵稜，小枝幼时有褐色粗毛。叶对生，叶片长椭圆形，长3~13cm，宽2.5~5.0cm，全缘，叶缘常有稀疏的短睫毛，下面中脉被短粗毛；托业鞘状。头状花序有花2~10朵，排列于枝端，花序梗被短粗毛；花萼先端有不规则的齿裂或近平截，花冠白色，肉质，裂片4或3裂，雄蕊4枚，子房4室，花柱2深裂。核果近球形，种子4粒。花期4~7月，果期6~11月。野生于山谷、溪边或山林下，亦有栽培。分布于我国广东、广西、福建等地。,全年均可采挖，去净泥土，除去须根，晒至六七成干，轻轻捶扁，切成9~13cm长段，晒干。,根入药。甘、辛，微温。补肾壮阳，强筋健骨，祛风溼。用于阳痿遗精，宫冷不孕，月经不调，少腹冷痛，风溼痺痛，筋骨痿软。,,.\pic\med\巴戟天_1.jpeg,2026/3/27 7:44
1052,胡芦巴,（豆科）,一年生草本，高30~80cm。主根深达土中80cm，根系发达。茎直立，圆柱形，多分枝，微被柔毛。羽状三出复叶；托叶全缘，膜质，基部与叶柄相连，先端渐尖，被毛；叶柄平展，长6~12mm；小叶长倒卵形、卵形至长圆状披针形，近等大，长15~40mm，宽4~15mm，先端钝，基部楔形，边缘上半部具三角形尖齿，上面无毛，下面疏被柔毛，或秃净，侧脉5~6对，不明显；顶生小叶具较长的小叶柄。花无梗，1~2朵着生叶腋，长13~18mm；萼筒状，长7~8mm，被长柔毛，萼齿披针形，锥尖，与萼等长；花冠黄白色或淡黄色，基部稍呈堇青色，旗瓣长倒卵形，先端深凹，明显地比冀瓣和龙骨瓣长；子房线形，微被柔毛，花柱短，柱头头状，胚珠多数。荚果圆筒状，长7~12cm，径4~5mm，直或稍弯曲，无毛或微被柔毛，先端具细长喙，喙长约2cm（包括子房上部不育部分），背缝增厚，表面有明显的纵长网纹，有种子10~20粒。种子长圆状卵形，长3~5mm，宽2~3mm，棕褐色，表面凹凸不平。花期4~7月，果期7~9月。多栽培。分布于我国青海、宁夏、甘肃、安徽、四川、河南等地。,秋季种子成熟后采收全草，打下种子，除净杂质，晒干。,种子入药。苦，温。温肾助阳，散寒止痛。用于肾脏虚冷，小腹冷痛，小肠疝气，寒溼脚气。,,.\pic\med\胡芦巴_1.jpeg,2026/3/27 7:44
1053,肉苁蓉,（列当科）,多年生寄生草本，高80~160cm。茎肉质肥厚，扁平，不分枝。鳞片状叶多数，螺旋状排列，淡黄白色，无柄，下部叶排列紧密，宽卵形或三角状卵形。上部叶稀疏，渐窄穗状花序粗大顶生，每花下有大苞片1枚，与叶同形，小苞片2枚，卵状披针形。花萼5裂，花冠锺状，雄蕊2对，花丝基部有毛，花葯箭形，被长柔毛，子房基部有黄色蜜腺。蒴果2裂，种子多数，微小。花期5~6月，果期6~7月。生于海拔225~1150m的荒漠中，寄生在藜科植物梭梭、白梭梭等植物的根上。分布于我国内蒙古、陕西、宁夏、甘肃、青海、新疆等地。,多于春季苗未出土或刚出土时采挖，除去花序，切段，晒干。通常将鲜品至沙土中半埋半露，较全部暴晒干得快，干后即为甜大芸（淡大芸），质佳。秋季采收者因水分大，不易干燥，故将肥大者投入盐湖中腌1~3年（盐大芸），质量较次，药用时须洗去盐分。,带鳞叶的肉质茎入药。甘、咸，温。补肾阳，益精血，润肠通便。用于肾阴虚衰、精血不足之阳痿，遗精，白浊，尿频余沥，腰痛脚弱，耳鸣目花，月经衍期，宫寒不孕，肠燥便祕。,,.\pic\med\肉苁蓉_1.jpeg,2026/3/27 7:44
1054,锁阳,（锁阳科）,多年生肉质寄生草本。地下茎粗短，具有多数瘤突吸收根。茎圆柱形，暗紫红色，高20~100cm，径3~6cm，大部分埋于沙中，基部粗壮，具鳞片状叶。鳞片状叶卵圆形、三角形或三角状卵形，长0.5~1.0cm，宽不及1cm，先端尖。穗状花序顶生，棒状矩圆形，长5~15cm，直径2.5~6.0cm；生密集的花和鳞状苞片，花杂性，暗紫色，有香气，雄花有两种：一种具肉质花被5枚，长卵状楔形，雄蕊1枚，花丝短，退化子房棒状；另一种雄花具数枚线形、肉质总苞片，无花被，雄蕊1枚，花丝较长，无退化子房；雌花具数枚线状、肉质总苞片；其中有1枚常较宽大，雌蕊1个，子房近圆形，上部着生棒状退化雄蕊数枚，花柱棒状；两性花多先于雄花开放，具雄蕊雌蕊各1枚，雄蕊着生子房中部。小坚果，球形，有深色硬壳状果皮。花期6~7月。生长于干燥多沙地带，多寄生于白刺的根上。分布于我国新疆、甘肃、青海、内蒙古、宁夏等地。,春季采挖，除去花序，切段，晒干。,肉质茎入药。甘，温。补肾阳，益精血，润肠通便。用于阳痿遗精，腰膝痠软，肠燥便祕。,,.\pic\med\锁阳_1.jpeg,2026/3/27 7:44
1055,仙茅,（仙茅科）,多年生草本。根茎圆柱状直生，肉质，直径约1cm，长可达30cm，外皮褐色；须根常丛生，长可达6cm，地上茎不明显。叶基生狭披针形，长10~25cm，先端渐尖，基部下延成柄，再向下扩大呈鞘状，长4~10cm，绿白色，边缘膜质；叶脉显明，有中脉；两面疏生长柔毛，后渐光滑。花腋生；花梗长1.0~2.5cm，藏在叶鞘内；花杂性，上部为雄花，下部为两性花；苞片披针形，绿色，膜质，被长柔毛；花的直径约1cm，花被下部细长管状，长约2cm或更长，上部6裂①，裂片披针形，长8~12mm，内面黄色，外面白色，有长柔毛；雄蕊6枚，花丝短；子房狭长，被长柔毛。浆果椭圆形，稍肉质，长约1.2cm，先端有喙，被长柔毛，种子稍呈球形，亮黑色，有喙，表面有波状沟纹。花期6~8月。生于海拔1600m以下的林下、草地或荒坡上。分布于我国江苏、浙江、福建、台湾、广东、广西、湖南、湖北、四川、贵州、云南等地。,秋、冬两季采挖，除去根头和须根，洗净，干燥。,根茎入药。辛、热，有毒。补肾阳，强筋骨，祛寒溼。用于阳痿精冷，小便失禁，脘腹冷痛，腰膝痠痛，筋骨软弱，下肢拘挛，更年期综合征。,,.\pic\med\仙茅_1.jpeg,2026/3/27 7:44
1056,何首乌,（蓼科）,多年生缠绕草本，茎长3~4m。块根肥厚，暗褐色，断面有异型维管束形成的「云绵花纹」。叶卵状心形，有长柄①；托叶鞘短筒状。圆锥花序大形②；花小，白色③；花被5裂，外侧3片背部有翅。瘦果具3稜。生于要求排水良好的土壤，喜阳，耐半阴，喜溼，畏涝。分布于我国华北、西北、西南一带。,何首乌的干燥块根。秋、冬季叶枯萎时采挖，削去两端，洗净，个大的切成块，干燥。,苦、甘、涩，温。①何首乌生用解毒，消痈，润肠通便。用于瘰癧疮痈，风疹瘙痒，肠燥便祕；高血脂。②何首乌制用，补肝肾，益精血，乌须发，强筋骨。用于血虚萎黄，眩晕耳鸣，须发早白，腰膝痠软，肢体麻木，崩漏带下，久疟体虚，高血脂。附注：其藤茎称「首乌藤（夜交藤）」，为养心安神药，能养血安神、祛风通络。,,.\pic\med\何首乌_1.jpeg,2026/3/27 7:44
1057,欧当归,（伞形科）,多年生草本，高约2m。全株有香气。根肥大，有支根。茎光滑无毛，有纵沟纹，紫红色，中空。基生叶二至三回羽状分裂，叶柄基部膨大成长圆形，带紫红色叶鞘，叶柄较长；茎上部叶仅一回羽状分裂；茎生叶叶柄较短，全缘，先端锐尖，基部楔形。复伞形花序①，花瓣椭圆形，小伞形花序近圆球形，花黄绿色②。分生果椭圆形③，侧稜和背稜呈阔翅状，每稜槽内有油管1，合生面油管2。生于排水良好的土壤。分布于我国华北、西北、西南一带。,秋末采挖，除去须根及泥沙，待水分稍蒸发后，捆成小把，上棚，用烟火慢慢薰干。,根入药。甘、辛，温。活血止痛，润肠通便，补血活血。用于月经不调、经闭、腹痛，血虚证所致头晕、头疼、四肢麻木、失眠等，血虚肠燥便祕。,,.\pic\med\欧当归_1.jpeg,2026/3/27 7:44
1058,当归,（伞形科）,多年生草本。茎带紫色，有纵向槽纹。叶为二至三回奇数羽状复叶，叶柄基部膨大呈鞘状，叶片卵形；小叶片呈卵形或卵状披针形，近顶端一对无柄，一至二回分裂，裂片边缘有缺刻。复伞形花序顶生，总苞无或有2片，伞幅10~14条；每一小伞形花序有花12~36朵，小总苞片2~4枚；花白色。双悬果椭圆形，分果有5稜，侧稜有薄翅，每稜槽有1个油管，接合面有2个油管。花期6~7月，果期6~8月。分布于我国甘肃、四川、云南、陕西、贵州、湖北等地。各地均有栽培。,当归一般栽培至第二年秋后采挖，除去茎叶、须根及泥土，放置，待水分稍蒸发后根变软，捆成小把，放到薰棚上，以烟火慢慢薰干。,根入药。甘、辛，温。补血活血，调经止痛，润肠通便。用于血虚萎黄，眩晕心悸，月经不调，经闭痛经，虚寒腹痛，风溼痺痛。,,.\pic\med\当归_1.jpeg,2026/3/27 7:44
1059,龙眼,（无患子科）,乔木，高通常10m左右。小枝粗壮，被微柔毛，散生苍白色皮孔。偶数羽状复叶，互生；小叶4~5对，叶片薄革质，长圆状椭圆形至长圆状披针形，上面深绿色，有光泽，下面粉绿色。花序大型，多分枝，密被星状毛；花梗短；萼片、花瓣各5枚，花瓣乳白色，雄蕊8枚。果近球形，核果状，常黄褐色或有时灰黄色，外面稍粗糙，或少有微凸的小瘤体；种子茶褐色，光亮，全部被肉质的假种皮包裹。花期3~4月，果期7~9月。主要分布于我国广东、广西、福建和台湾等省区。,7~8月果实成熟呈黄褐色时采摘。,果实入药。甘，温。用于治疗虚劳羸弱，失眠症，健忘，惊悸，怔忡。,,.\pic\med\龙眼_1.jpeg,2026/3/27 7:44
1060,黑枣,（柿树科）,乔木，高5~10m；树皮暗褐色，深裂成方块状①；幼枝有灰色柔毛。叶椭圆形至长圆形，表面密生柔毛后脱落，背面灰色或苍白色，脉上有柔毛。花淡黄色或淡红色，单生或簇生叶腋；花萼密生柔毛，4深裂。果实近球形②，熟时蓝黑色，有白蜡层，近无柄。花期5月，果熟期10~11月。黑枣的别名较多，如软枣、丁香枣、牛奶柿、野柿子等，主要分为有核和无核两种，主要的品种有大核黑枣、牛奶枣和葡萄黑枣等。生于海拔500~2300m的山地、山坡、山谷的灌丛中，或在林缘。分布于我国山东、辽宁、河南、河北、山西、陕西、甘肃、江苏、浙江、安徽、江西、湖南、湖北、贵州、四川、云南、西藏等省区。,"10~11月果实成熟时采收,晒干或鲜用。",果实入药。甘、涩，性凉。补中益气、养血、安神及明目。,,.\pic\med\黑枣_1.jpeg,2026/3/27 7:44
1061,沙蔘,（桔梗科）,多年生草本，高达120cm。有白色乳汁，根成胡萝卜状，茎生叶互生，狭卵形或矩圆状狭卵形，无柄。茎、叶、花萼均被短硬毛。花序狭长；花数5；花冠紫蓝色，宽钟形①，花丝基部边缘被毛；花盘宽圆桶状；子房下位，花柱与花冠近等长。蒴果球形。生于山坡、林缘、灌丛中。产于辽宁、河北、山东、江苏、安徽、浙江、江西、贵州、云南等地。,春、秋季采挖沙蔘的根，除去须根，洗后趁鲜刮去粗皮，干燥。,味甘、微苦，性微寒。养阴清肺，祛痰益气。本药为清补之品，适宜于素体阴虚或阴虚有热的人服用。用于肺热阴伤引起的干咳无痰，或痰少而黏，甚则痰中带血，咽干口燥，或声音嘶哑等。也可用于胃阴不足所致的口燥咽干、胃痛、呃逆、呕吐、便祕、舌红少津等。注意：传统认为不宜与藜芦一起应用。,,.\pic\med\沙蔘_1.jpeg,2026/3/27 7:44
1062,宁夏枸杞,（茄科）,落叶灌木，高达2m。主茎数条，粗壮；小枝有纵稜纹，有不生叶的短棘刺和生叶、花的长棘刺；果枝细长，通常先端下垂，外皮淡灰黄色，无毛。叶互生，叶片披针形，全缘。花腋生，花萼锺状，先端2~3深裂，裂片宽卵状或卵状三角形；花冠漏斗状，先端5裂，粉红色或淡紫红色，具暗色脉纹。浆果卵圆形，成熟时红色①。生于向阳溼润的沟岸、山坡、农田地埂及渠旁。分布于全国各地，主产于宁夏，宁夏中宁产质量最佳，故称宁夏枸杞。,夏、秋果实成熟时采摘，除去果柄，置阴凉处晾至果皮起皱纹后，再曝晒至外皮干硬、果肉柔软即得。,果实入药，中药名为「枸杞子」。甘，平。养肝，滋肾，润肺。用于肝肾阴亏，头晕目眩，目视不清，腰膝痠软，阳痿遗精，虚劳咳嗽，消渴引饮。,,.\pic\med\宁夏枸杞_1.jpeg,2026/3/27 7:44
1063,黄精,（百合科）,多年生草本，高50~80cm。根状茎扁圆形。节和节间明显，叶无柄；通常4~5枚轮生；叶片线状披针形至线形，花腋生，着生花2朵呈伞形状，下垂，苞片膜质，位于花梗基部，花白色。浆果球形，成熟时黑色。生于溼润廕庇的环境。主产于河北、内蒙古、陕西等省区。,春、秋季采挖，除去须根，洗净，置沸水中略烫或蒸至透心，干燥，切厚片。,根茎入药。甘，平。具有补气养阴、健脾、润肺、益肾的功能。用于治疗脾胃虚弱、体倦乏力、口干食少、肺虚燥咳、精血不足、内热消渴等症。,,.\pic\med\黄精_1.jpeg,2026/3/27 7:44
1064,玉竹,（百合科）,多年生草本，高40~65cm。叶互生，无柄，略带革质，叶片椭圆形或狭椭圆形①，花腋生②，着生花1~2朵；花被筒状，白色，先端6裂，裂片卵圆形或广卵形，雄蕊6，花葯狭长圆形，黄色；子房上位，浆果球形，成熟后紫黑色③。生于山野林下或石隙间，喜阴溼处。全国大部分地区均有分布。,秋季采挖，除去茎叶、须根和泥土，晾晒至外表有黏液渗出，轻撞去毛，继续晾晒至微黄色，进行揉搓、晾晒，如此反覆数次，至柔润光亮、无硬心，再晒至足干。,甘，微寒。无毒。有养阴、润燥、除烦、止渴的功效。治热病伤阴、咳嗽烦渴、虚劳发热、消谷善飢、小便频数等。,,.\pic\med\玉竹_1.jpeg,2026/3/27 7:44
1065,百合,（百合科）,草本，高40~60cm。地下具鳞茎，鳞茎由阔卵形或披针形抱合成球形，外有膜质层。多数须根生于球基部。单叶，互生，狭线形，无叶柄，直接包生于茎秆上，叶脉平行。花着生于茎秆顶端，呈总状花序①，花冠较大，呈漏斗形喇叭状，六裂无萼片，乳白色②，顶端向外开，有香气，花粉粒红褐色，子房长圆柱形，柱头3裂。蒴果距圆形，有稜。生于山野林内及草丛中，喜凉爽、溼润的半阴环境，较耐寒冷。全国各地均有分布。,秋季采挖，洗净，剥取鳞叶，置沸水中略烫，干燥。,味甘，性微寒。养阴润肺，清心安神。用于阴虚久咳，痰中带血，虚烦惊悸，失眠多梦，精神恍惚。,,.\pic\med\百合_1.jpeg,2026/3/27 7:44
1066,卷丹,（百合科）,多年生草本，高70~100cm。地下具白色广卵状球形鳞茎，茎褐色或带紫色，被白色绵毛。单叶互生，无柄，狭披针形。上部叶腋着生黑色珠芽。花3~20朵，下垂，橙红色，花被片反卷，内面具紫黑色斑点①，雄蕊向四面开张。花葯紫色。生于温暖、干燥的气候环境，耐光照。分布于我国西北、西南地区。,秋季采挖，洗净，剥取鳞叶，置沸水中略烫，干燥。,味甘，性微寒。养阴润肺，清心安神。用于阴虚久咳，痰中带血，虚烦惊悸，失眠多梦，精神恍惚。,,.\pic\med\卷丹_1.jpeg,2026/3/27 7:44
1067,细叶百合,（百合科）,草本，高30~40cm。茎直立圆柱形；鳞茎球形，叶多数，线形，花1~20朵，总状花序，花色鲜红①，有淡香味，花被片6，离生，2轮，花瓣斜垂强烈反卷②，花丝长而纤细，雄蕊极艳丽。生于林缘草地及朝阳的石质山坡。分布于我国的东北、华北、西北、内蒙古等地。,秋季采挖，洗净，剥取鳞叶，置沸水中略烫，干燥。,味甘，性微寒。养阴润肺，清心安神。用于阴虚久咳，痰中带血，虚烦惊悸，失眠多梦，精神恍惚。,,.\pic\med\细叶百合_1.jpeg,2026/3/27 7:44
1068,有斑百合,（百合科）,草本，茎长30~60cm。鳞茎卵状球形，白色，鳞茎上方的茎上簇生很多不定根。茎直立，光滑无毛。叶互生，条形或条状披针形，无柄，花单生或数朵呈总状花序，生于茎顶端，花直立，深红色，有褐包斑点①；花被片6，椭圆形或卵状披针形，蜜腺两边具乳头状突起；雄蕊6枚，蒴果矩圆形。生于山地草甸、山沟及林缘。分布于我国东北、河北、山东、山西等地，朝鲜、俄罗斯也有分布。,秋季采挖，除去茎叶，洗净泥土，剥取鳞片，置沸水中略烫或蒸后，晒干或焙干备用。中药生用或蜜炙用（百合100千克，炼蜜6.4千克）。蒙药生用。,中药味甘，性平。润肺止咳，宁心安神。蒙药味甘、微苦，性凉、轻、钝、燥、糙。清热，解毒，接骨，愈伤，止咳。中药治肺虚久咳，痰中带血，神经衰弱，惊悸，失眠。蒙药治毒热，筋骨损伤，创伤出血，肺热咳嗽，月经过多，虚热证。,,.\pic\med\有斑百合_1.jpeg,2026/3/27 7:44
1069,珊瑚菜,（伞形科）,多年生草本，高5~25cm。主根细长，圆柱形，茎下部埋于沙土中。基生叶卵形或宽卵状三角形，三出分裂或二至三回羽状分裂，具长柄；茎上部叶卵形，边缘有锯齿。复伞形花序，密生灰褐色绒毛①，花白色②。双悬果近球形，有棕色粗毛。喜温暖、溼润，抗寒，耐旱，适宜在平坦的沿海沙滩或排水良好的沙土和沙质土壤中生长。分布于我国辽宁、山东、江苏、浙江、台湾、福建、广东。,夏、秋季采挖根部。除去地上部分及须根，洗净，稍晾，置沸水中烫后，除去外皮，晒干或烘干。或洗净直接干燥。,根入药，中药名为「北沙蔘」。甘、微苦，微寒。养阴清肺，益胃生津。用于肺热燥咳，劳嗽痰血，热病津伤口渴。,,.\pic\med\珊瑚菜_1.jpeg,2026/3/27 7:44
1070,阔叶麦冬,（百合科）,多年生草本，高约30cm。叶丛生，革质，总状花序，3~8朵簇生于苞片腋内；苞片小，刚毛状；花被片矩圆形或矩圆状披针形，紫色①；子房近球形，柱头三裂。种子球形，初期绿色，成熟后变黑紫色②。生于阴溼温暖的环境，稍耐寒。分布于我国中部及南部。,夏季采挖，洗净，反覆曝晒、堆置，至七八成干，除去须根，干燥。,甘、微苦，微寒。养阴生津，润肺清心。用于肺燥干咳，虚痨咳嗽，津伤口渴，心烦失眠，内热消渴，肠燥便祕，白喉。,,.\pic\med\阔叶麦冬_1.jpeg,2026/3/27 7:44
1071,天冬,（百合科）,攀缘草本。长80~120cm。须根中部或近末端形成纺锤形块根，茎枝上具刺，小叶变态成叶状枝①，3枚簇生，镰刀状，中脉明显，绿色，叶鳞片状，基部具刺，花2朵腋生，单性异株，花被6，淡绿色②，果实浆果③，成熟后红色，球形种子黑色。生于温暖溼润、半阴环境，耐干旱和瘠薄，不耐寒。分布我国中部、西北、长江流域及南方各地。,秋、冬季采挖，但以冬季采者质量较好。挖出后洗净泥土，除去须根，按大小分开，入沸水中煮或蒸至外皮易剥落时为度，趁热除去外皮，洗净，干燥。,甘、苦，寒。滋阴，润燥，清肺，降火。治阴虚发热，咳嗽吐血，肺痿，肺痈，咽喉肿痛，消渴，便祕。,,.\pic\med\天冬_1.jpeg,2026/3/27 7:44
1072,杏叶沙蔘,（桔梗科）,多年生草本。根圆柱形，长达30cm。茎不分枝，高50~90cm。叶片狭卵形、菱状狭卵形或长圆状狭卵形，边缘有不整齐的锯齿，总状花序，有疏或稍密的短毛，花萼有短毛，裂片5，狭披针形，花冠紫蓝色，锺状①，雄蕊5。花盘宽圆筒状，蒴果近球形，有毛。生于山坡草丛中。分布于河南、陕西、安徽、浙江、江西、湖南、湖北、四川、贵州、广西等省区。,一般春至秋末采收。将挖来的根，用水洗净，削去外皮，晒干。鲜用时，将采挖的根，储存在屋内温度适中的土中，随用随取。,味苦，性微寒，无毒。能养阴清肺，除虚热，止咳嗽。治疗肺阴不足，虚热咳嗽，燥咳及肺痿等症。注意：本品性微寒，所以风寒感冒咳嗽，寒痰咳嗽及脾胃虚寒者应慎用。传统认为不宜与藜芦一起应用。,,.\pic\med\杏叶沙蔘_1.jpeg,2026/3/27 7:44
